,Anfang,Ende,RES,EE,Wechsel_EE-RES,Delta_t,Delta_E,LV_kurz,LV_lang,P_kurz,P_lang,Anteil_kurz,Anteil_lang
93,2774,2801,48321.249690687524,-216014.03330585803,2792,27,-167692.7836151705,48321.249690687524,-264335.28299654555,1789.6759144699083,-9790.195666538724,0.15455058391191792,0.8454494160880821
94,2801,2824,56325.00617101985,-130061.13236394152,2815,23,-73736.12619292167,56325.00617101985,-186386.13853496138,2448.9133117834717,-8103.745153693973,0.23206600685457443,0.7679339931454255
95,2824,2836,18018.601835136185,-61853.13539689795,2831,12,-43834.53356176177,18018.601835136185,-79871.73723203414,1501.5501529280155,-6655.978102669512,0.18406925552451292,0.8159307444754871
96,2836,2850,109462.49015560199,-20.612027098999533,2837,14,109441.87812850298,20.612027098999533,109483.102182701,1.472287649928538,7820.221584478642,0.00018823130564784866,0.9998117686943521
97,2850,2859,16348.41925843511,-5703.2345740223245,2854,9,10645.184684412785,5703.2345740223245,22051.653832457436,633.692730446925,2450.1837591619374,0.20548576850666875,0.7945142314933312
98,2859,2871,59655.02469649661,-14857.99103250299,2863,12,44797.03366399362,14857.99103250299,74513.0157289996,1238.1659193752491,6209.417977416633,0.166250684320401,0.833749315679599
99,2871,2895,58163.161750528074,-202341.59510939906,2887,24,-144178.43335887097,58163.161750528074,-260504.75685992715,2423.46507293867,-10854.364869163632,0.18251966499843258,0.8174803350015674
100,2895,2917,1679.146832031798,-224009.02483790726,2915,22,-222329.87800587545,1679.146832031798,-225688.17166993907,76.32485600144537,-10258.553257724503,0.007385172341807967,0.992614827658192
101,2917,2968,62576.15079074501,-430407.3996399884,2959,51,-367831.2488492434,62576.15079074501,-492983.55043073336,1226.9833488381373,-9666.34412609281,0.11263623090940952,0.8873637690905904
102,2968,2991,46529.08745257574,-178745.51324151666,2983,23,-132216.42578894092,46529.08745257574,-225274.6006940924,2023.0038022859017,-9794.547856264888,0.1711863726715443,0.8288136273284556
103,2991,3036,1518.0457922908972,-505426.7486124852,3035,45,-503908.7028201943,1518.0457922908972,-506944.79440477607,33.734350939797714,-11265.43987566169,0.0029855589676967193,0.9970144410323033
104,3036,3063,51075.14968769291,-218560.89169109112,3056,27,-167485.74200339822,51075.14968769291,-269636.04137878405,1891.672210655293,-9986.520051066076,0.15925590098010037,0.8407440990198995
105,3063,3088,39619.860995145355,-217985.03857162467,3078,25,-178365.17757647933,39619.860995145355,-257604.89956677,1584.7944398058141,-10304.1959826708,0.1332993284955211,0.8667006715044789
106,3088,3113,51338.86103673827,-227191.64245118212,3102,25,-175852.78141444386,51338.86103673827,-278530.5034879204,2053.554441469531,-11141.220139516816,0.15563391620412373,0.8443660837958763
107,3113,3137,26078.07463019229,-158642.77840282492,3127,24,-132564.70377263264,26078.07463019229,-184720.8530330172,1086.5864429246787,-7696.702209709049,0.12371066076700764,0.8762893392329923
108,3137,3158,2054.1869971559945,-61946.428483026844,3153,21,-59892.24148587085,2054.1869971559945,-64000.61548018284,97.81842843599973,-3047.6483561991827,0.031098223295130078,0.96890177670487
109,3158,3185,37914.66685952008,-70717.12217342397,3173,27,-32802.45531390388,37914.66685952008,-108631.78903294404,1404.246920722966,-4023.3995938127423,0.2587211449681314,0.7412788550318686
110,3185,3197,14380.609687661421,-40879.64377773056,3190,12,-26499.03409006914,14380.609687661421,-55260.25346539199,1198.3841406384518,-4605.021122115999,0.20649671811299058,0.7935032818870095
111,3197,3207,60501.296237027054,-1296.2788416419862,3198,10,59205.01739538507,1296.2788416419862,61797.57507866904,129.62788416419863,6179.757507866904,0.02054524745435928,0.9794547525456407
112,3207,3232,68197.49473262577,-113557.5837829237,3215,25,-45360.08905029793,68197.49473262577,-181755.07851554948,2727.899789305031,-7270.203140621979,0.27284173892025987,0.72715826107974
113,3232,3257,24603.927720233696,-249829.691712474,3249,25,-225225.7639922403,24603.927720233696,-274433.6194327077,984.1571088093478,-10977.34477730831,0.08227705167622355,0.9177229483237765
114,3257,3262,4422.49852229296,-4392.940210657038,3259,5,29.55831163592211,4392.940210657038,8815.438732949999,878.5880421314075,1763.0877465899998,0.3325873848269062,0.6674126151730938
115,3262,3280,30078.189546880894,-102294.69632819759,3273,18,-72216.5067813167,30078.189546880894,-132372.8858750785,1671.010530382272,-7354.049215282139,0.18515229566042665,0.8148477043395733
116,3280,3304,70245.12271216864,-174389.12948056447,3294,24,-104144.00676839583,70245.12271216864,-244634.2521927331,2926.8801130070265,-10193.09384136388,0.2230858173336495,0.7769141826663506
117,3304,3329,28305.724455606236,-197549.402411464,3319,25,-169243.67795585777,28305.724455606236,-225855.1268670702,1132.2289782242494,-9034.205074682808,0.11136933287837462,0.8886306671216253
118,3329,3352,55014.68811872242,-154803.79152309775,3342,23,-99789.10340437533,55014.68811872242,-209818.4796418202,2391.9429616835837,-9122.542593122616,0.20773337638911496,0.7922666236108851
119,3352,3374,39016.681289207816,-200568.1844176197,3368,22,-161551.5031284119,39016.681289207816,-239584.8657068275,1773.4855131458098,-10890.221168492159,0.14004474027476613,0.8599552597252338
