,0
2013-07-25,-164484.66678468272
2013-07-26,-135538.96340415248
2013-07-27,-124846.36719437288
2013-07-28,-86577.79973248579
2013-07-29,-165006.17983257445
2013-07-30,12382.350018694726
2013-07-31,-5993.097291930235
2013-08-01,-119732.69267710292
2013-08-02,-29645.413846919277
2013-08-03,-25815.411925902637
2013-08-04,-142362.13473201124
2013-08-05,-75500.07443207935
2013-08-06,-59970.08318166393
2013-08-07,-123019.47104624966
2013-08-08,-64751.65626216569
2013-08-09,-134703.96754637625
2013-08-10,-42395.715085080046
2013-08-11,56631.16381559989
2013-08-12,3413.5116068635107
2013-08-13,106955.61986830988
2013-08-14,40713.49555022033
2013-08-15,-133935.42069219192
2013-08-16,-85936.42287162726
2013-08-17,-65977.16457387352
2013-08-18,31240.123670882254
2013-08-19,-94021.49936359024
2013-08-20,-138507.65413649436
2013-08-21,-107980.90051326486
2013-08-22,-115702.54951450703
2013-08-23,53667.94845071544
2013-08-24,136940.22165147786
2013-08-25,150765.62915458833
2013-08-26,77099.47771702446
2013-08-27,-102696.08825727084
2013-08-28,-123962.16931573466
2013-08-29,-167388.7876814206
2013-08-30,-155285.8615286994
2013-08-31,2607.0624835576737
2013-09-01,96863.75329589438
2013-09-02,147081.80693913755
2013-09-03,-90216.33610084545
2013-09-04,-102838.38771294072
2013-09-05,50701.60745371067
2013-09-06,34959.4396485289
2013-09-07,-116375.25940289056
2013-09-08,-64815.64829831377
2013-09-09,-60876.893695845065
2013-09-10,-6620.767613115096
2013-09-11,-4352.654308002767
2013-09-12,-134951.21893326452
2013-09-13,-144157.1113551212
2013-09-14,-40927.16133143373
2013-09-15,129279.94714342765
2013-09-16,192023.2529928098
2013-09-17,100331.0840432582
2013-09-18,-13340.133767319645
2013-09-19,-137754.81717036312
2013-09-20,-150417.52019263967
2013-09-21,-214152.15988975146
2013-09-22,-20443.298128047012
2013-09-23,-141102.30192099485
2013-09-24,-170226.55265270724
2013-09-25,-135319.6504001716
2013-09-26,-64936.104998004026
2013-09-27,-86793.8524888744
2013-09-28,2541.3108115448613
2013-09-29,107686.23366434331
2013-09-30,193875.00693214528
2013-10-01,141696.02945618896
2013-10-02,117095.73543606595
2013-10-03,109281.82664108838
2013-10-04,95202.52735536802
2013-10-05,-193079.85627715173
2013-10-06,-156573.71228675268
2013-10-07,-122606.75473268951
2013-10-08,-148199.74056882763
2013-10-09,52989.73349951988
2013-10-10,-151450.13731567346
2013-10-11,203926.97071375794
2013-10-12,115199.10728470741
2013-10-13,-13974.670271507208
2013-10-14,-71691.27687956946
2013-10-15,-107959.53727270257
2013-10-16,-180582.18596326592
2013-10-17,191904.43913807164
2013-10-18,-37722.633427429304
2013-10-19,53312.08388044342
2013-10-20,77480.30735204725
2013-10-21,74411.07352723104
2013-10-22,129422.18373641971
2013-10-23,173783.29762834954
2013-10-24,75312.92975232874
2013-10-25,86812.50373844476
2013-10-26,61711.00413885863
2013-10-27,183310.85318710326
2013-10-28,246863.6986169349
2013-10-29,189360.08816958228
2013-10-30,105593.67251009011
2013-10-31,91732.77184915477
2013-11-01,19369.31790765051
2013-11-02,56160.58974521898
2013-11-03,160323.24337842685
2013-11-04,70244.46922925406
2013-11-05,103835.74823672396
2013-11-06,103762.83577167899
2013-11-07,10801.863455815585
2013-11-08,-40055.87481462623
2013-11-09,170309.54902937778
2013-11-10,93263.02005869916
2013-11-11,-40718.30212261128
2013-11-12,142552.40984937444
2013-11-13,48594.40124703832
2013-11-14,29977.006695734122
2013-11-15,21283.805652243413
2013-11-16,132845.10325406105
2013-11-17,-14988.382040987057
2013-11-18,33659.25770977166
2013-11-19,16309.943745335268
2013-11-20,104882.75604144708
2013-11-21,74141.36272899319
2013-11-22,122459.10243642383
2013-11-23,38375.393138608844
2013-11-24,106730.85193294562
2013-11-25,-41330.25216649257
2013-11-26,-66860.43806269007
2013-11-27,125130.98379417205
2013-11-28,210359.64463785855
2013-11-29,182686.3301478828
2013-11-30,110405.65102341623
2013-12-01,190075.77457648274
2013-12-02,13058.94440796579
2013-12-03,22192.778885398693
2013-12-04,166060.80085398967
2013-12-05,197362.8342749276
2013-12-06,144812.67760868152
2013-12-07,-54143.12581972343
2013-12-08,156379.75889338873
2013-12-09,5567.531525360713
2013-12-10,23117.69389119574
2013-12-11,14524.645642795966
2013-12-12,93990.50193267054
2013-12-13,59917.82772514009
2013-12-14,97260.29616823595
2013-12-15,164473.02305740304
2013-12-16,250132.67890730218
2013-12-17,68427.24785161635
2013-12-18,177400.60554396524
2013-12-19,198015.7381894203
2013-12-20,144064.65687747253
2013-12-21,172922.85873280332
2013-12-22,223622.61533868816
2013-12-23,122539.40934857326
2013-12-24,214037.22882283645
2013-12-25,-12539.385652966677
2013-12-26,-41395.201436038915
2013-12-27,170297.38831561938
2013-12-28,25111.158097801912
2013-12-29,100083.07661195402
2013-12-30,129463.31660932062
2013-12-31,126631.9524241758
